0.5039318985753203,-0.9599175067448034,-0.4571410798882883,-0.0597608205389649
0.4582961406582354,-0.7674749899214534,-0.42355607919311494,-0.05599259662459269
0.41210356807721055,-0.5951716978904399,-0.38929227734401006,-0.051798828729236676
0.3663707337890944,-0.44419120388814237,-0.35432232217242005,-0.04737794892081164
0.32192834639790174,-0.3132543550473835,-0.31863844570605104,-0.04289082579517183
0.27935117436086637,-0.20001419068558135,-0.2822959128936216,-0.03845865748172101
0.23897997620552788,-0.10193897750060024,-0.24544392335387208,-0.03415993208540351
0.20101491295163676,-0.016580678929431287,-0.20834598457366443,-0.0300232750124302
0.16555196156562238,0.05824414224690851,-0.17141229583440332,-0.026025147726499928
0.13260419071082558,0.12424569911650106,-0.13517768708777536,-0.022123794387398418
0.10218406891866234,0.1822432990934022,-0.10022728626862346,-0.018269854715679705
0.07444486988741365,0.23233340070120453,-0.06715087088931619,-0.014428332251598739
0.04954663177482839,0.27438142025443596,-0.03650078059630799,-0.010613876937853801
0.027642578215994733,0.308371115235488,-0.008626156267631994,-0.00708697069126624
0.008849488448700503,0.33477480118640685,0.016278452672721194,-0.004081321415093192
-0.00678310266020141,0.35469655514809734,0.03822382100951144,-0.001794967479766691
-0.01935618413606275,0.3695999986017868,0.05752161106711271,-0.00036109978972918215
-0.029152824040058426,0.3804495534998665,0.07505600138644626,0.00022418964710014028
-0.03659897670983963,0.3877183089384726,0.09340242070230446,0.00019543748362451093
-0.04262747761714561,0.39148530658582315,0.12593077060554195,5.579618695677451e-7
